seed,basin,A_baseline,B_topology_features,C_graph_messages,B_minus_A,C_minus_A,C_minus_B
42,03238500,0.6410711407661438,0.617810204949355,0.6053493179910646,-0.023260935816788786,-0.03572182277507918,-0.012460886958290396
42,03241500,0.8424566686153412,0.7834257485548359,0.7282702764225968,-0.059030920060505254,-0.1141863921927444,-0.05515547213223915
42,03439000,0.6381084322929382,0.6619951409500395,0.5997288577934782,0.023886708657101297,-0.038379574499460056,-0.06226628315656135
42,03450000,0.6001768410205841,0.5524484523748658,0.5391351230324226,-0.04772838864571827,-0.06104171798816149,-0.013313329342443225
42,03455500,0.5975081026554108,0.5353547300867134,0.4907854913654833,-0.06215337256869735,-0.1067226112899275,-0.04456923872123014
42,03456500,0.514581710100174,0.5610514028703693,0.5525619012744261,0.0464696927701953,0.03798019117425211,-0.008489501595943194
42,03460000,0.5590627789497375,0.675586209479101,0.2922578484019412,0.11652343052936343,-0.26680493054779636,-0.3833283610771598
42,03463300,0.6146852076053619,0.6386900445114807,0.661693275716799,0.024004836906118765,0.047008068111437096,0.02300323120531833
42,03471500,0.6050047278404236,0.5630787086182147,0.2864003748189458,-0.041926019222208843,-0.31860435302147777,-0.2766783337992689
42,03473000,0.651015430688858,0.6327105947985031,0.5215842718337382,-0.01830483589035492,-0.1294311588551198,-0.11112632296476488
42,03479000,0.5904825329780579,0.5172588437257037,0.4444105216324844,-0.07322368925235412,-0.14607201134557346,-0.07284832209321934
42,03488000,0.5520996153354645,0.5549282179529789,0.4322698803089289,0.0028286026175143864,-0.1198297350265356,-0.12265833764404999
42,03498500,0.7778043895959854,0.6892464487778307,0.6558540589742301,-0.08855794081815471,-0.12195033062175531,-0.0333923898036006
42,03500000,0.5962549448013306,0.5874377506183228,0.6048144211826716,-0.008817194183007748,0.008559476381341025,0.017376670564348773
42,03500240,0.4798603057861328,0.5254360638946991,0.4164297922601235,0.04557575810856629,-0.06343051352600931,-0.1090062716345756
42,03504000,0.6888448297977448,0.7030634474907191,0.607037689971158,0.014218617692974389,-0.08180713982658672,-0.0960257575195611
42,04105700,-6.49521541595459,-0.1145235287968622,0.3629858484563706,6.380691887157727,6.85820126441096,0.47750937725323284
42,04115265,0.6198511123657227,0.561371983991356,0.5680621680956695,-0.05847912837436664,-0.051788944270053205,0.006690184104313435
42,04122200,0.7449420392513275,0.6583917623705753,0.4857209868857332,-0.08655027688075223,-0.25922105236559434,-0.1726707754848421
42,04185000,0.703324556350708,0.6072830649594975,0.4486888553900598,-0.09604149139121054,-0.2546357009606482,-0.15859420956943765
42,04196800,0.6919821202754974,0.6405909780733756,0.6415014803471015,-0.05139114220212182,-0.05048063992839591,0.0009105022737259105
42,04197100,0.4603975415229797,0.6999983487622629,0.6818457088814254,0.23960080723928318,0.2214481673584457,-0.018152639880837484
42,04197170,0.6748644411563873,0.6158680273044532,0.5446940820429036,-0.058996413851934104,-0.13017035911348374,-0.07117394526154963
42,04213000,0.6113697290420532,0.5892018656589515,0.5928647112703547,-0.022167863383101727,-0.01850501777169855,0.003662845611403176
42,04213075,0.4541064500808716,0.2592768290169668,0.2302203671763282,-0.19482962106390478,-0.22388608290454337,-0.029056461840638592
42,04216418,0.6301741898059845,0.5064668392993308,0.4971757834335679,-0.12370735050665371,-0.1329984063724166,-0.009291055865762898
42,04221000,0.8065134286880493,0.6911061601944044,0.6353474889841532,-0.11540726849364491,-0.17116593970389615,-0.05575867121025124
42,04224775,0.7216935753822327,0.591011266532186,0.5249403242204683,-0.1306823088500466,-0.19675325116176434,-0.06607094231171773
42,04233000,0.6884565353393555,0.6104443330025908,0.578130183325261,-0.07801220233676465,-0.11032635201409446,-0.03231414967732982
42,04256000,0.7491010427474976,0.762769928587703,0.7246304791145224,0.013668885840205425,-0.024470563632975173,-0.0381394494731806
42,04296000,0.6445250511169434,0.6947950888850905,0.593008838886421,0.05027003776814709,-0.051516212230522385,-0.10178624999866948
